Sentence,New
와 우리집앞이야 ..무서워서 밤에 어디 돌아다니겟나,불안
어쩌면 인공지능을 개발한다는건 인간이 신을 창조하는것 아닌가?,중립
10대~20대인데도 코골면 뇌건강 문제생긴거임?,중립
이주하다 고지능 외계인 만나서 침략당하면 우리 ㅈ되는거임,불안
저러니 지진이 끊이질않지,중립
신기하다 지구 자전 멈춰도 살아남는게 아닐까.. 달이 조금씩 멀어지고 있다던데,중립
에이즈같네,중립
중국도문제 있지만 알밴생선은 진짜 나도먹으면서 걱정되긴하더만~,불안
",우주의 신비는 어디까지일까",중립
그래도 열차사고는 안전한 편인데 이건 사고나면 비행기 처럼 전원 사망 이겠네?,불안
제발 고생 덜하게 여기서 뻥~~터져라,중립
남영동으로 데려갑시다,중립
나라 망해가네 ㅋㅋ,불안
아홉수가 자꾸만 걸리네유ㅜ,불안
그래도 건강해서 이상없어 다행이다 락스로도 안지워진다니까 무서웠다,불안
아이고 아기를 낳는다는 건 축복인데 이 아이가커서 나처럼 이런 나라에 태어난 것을 부모에게 원망하는 마음으로 바뀔까봐 겁난다.,불안
연초부터 누구하나 직위해제하게 생겼네.,불안
인터스텔라 지구탈출 내용이 마냥 허구는 아니게 될지도,불안
난 미세먼지가 더 무섭다.,불안
우리나라는 안전한건지..,불안
저는 장애인이 되기 싫습니다. 한낱 삼성폰쓰다가 손목이 날라가기 무섭습니다.,불안
이런거 보니까 갈라파고스 많이 해서 몰락해버린 일본처럼 되지 않으려나 모르겠다.,불안
화재 경보기는 없는건가,중립
수류탄 투척~~~~~~~,중립
진짜 이것때문에 사고날뻔했어요,불안
개가 발가락을 먹을 수 있어서 무서움,불안
아주 무서운 인간들이네 진짜~,불안
왜그러냐 두루두루 쓰게 줌 두지,중립
오늘자 일본신문들 보면아스트리드 연구개발은 윈자력발전소 개발을 더활성화시켜 전력공급에 우선을두는 기사를 쓰고있는데 한국서 뽑은제목봐라 피폭국가인 일본은 한국보다 핵무기에 대한비판이 더강한나라다,분노
야간에 눈뽕 맞으면 아찔하다 진짜,불안
펠라이니 나올때마다 무서워ㅋㅋㄱ,불안
수세기후 인간끼리 잡아먹을지도 ㅡㅡ,불안
일주일넘도록 비도 엄청왔는데 지진났고 지진까지난이후라 태풍 너무 무섭네,불안
달에 외계인이 지구를 감시한다더군,중립
무섭다꼭 밝혀져야된다,불안
미국을 병신으로 만들어 놓는구만,중립
이러다 감옥에서 못 나오면 어쪄,불안
권력의 힘이 무섭구나...,불안
지하철 공사......무섭다,불안
인간이 제일무섭다,불안
세숫대야보니 저 일본원숭이는 5년안에 죽을상이로다,중립
주한미군. 빠져서 전쟁 각이다,불안
쓰나미 조심해야지····,불안
일단 도날드가 대통령 되면 3차세계대전 100프로 난다,불안
잘못 터뜨렸네 잡히면 다 뒈지것군,불안
반기문 대통령 되면 박근혜 이상의 최악이 될수도 있다.,불안
필리핀 무거워서 못가겠다,불안
뇌동맥류 정말 위험한건데...,불안
"지구재앙시작..,..",불안
오늘밤은 선반위에 떨어질만한 물건들 다 내려놓고 자야겠다,중립
여기저기 구설수가 많은데도 저정도 지지를 얻는거보면 무섭다,불안
흐미.... 주민들은 무섭겠는데,불안
계엄령 선포되더라도 아무래도 힘으로 청와대 들어가야할 것 같은데요..,불안
한국도 빨리도입해라,중립
넘비싸~~~제2에 한화사태가 우려된다,불안
"운동효과는 있겠지만, 거북목이 될 위험이 있을듯",불안
하하 이거 정말 조됐네.. ㅠ,불안
와 정말 무서운 사람이다,불안
동물원이나 야생이나 사람위험한건 매한가지.,중립
반으로 접을수 있을까?,불안
무관심은 무엇보다 무서운 것입니다.,불안
대안으로 왠지 화학약품뿌릴것같아,불안
목구멍뿐만아니라 생명줄을 칠수도 있단다,중립
아이유는 너무 좋았던 이미지를 안좋게 소비시키는것같어.,중립
지구온난화현상으로 10년뒤 연평균기온은 2도가량 상승할거라는데 걱정이다,불안
전과자네.....,중립
 국가는 일방적 충성의 대상이 아니라 사회계약설에 의한 계약관계라고,중립
 박사모가 저지른 게 아니라면 대구 서문시장부터 시작해서 계속 재래시장 돌아다니며 방화범이 전국의 큰 시장들마다 불 지르는 듯.,중립
와 이거.... 위험한데,불안
미국 철수한다면 다시 한반도에 위기가 닥칩니다.,불안
계속해라 찌라시들아ㅎ,불안
왜 뉴욕치즈케잌이순위에없는거지 ㅠㅠ,슬픔
 그리고 19명이나 죽이다니 정말 무섭다.,불안
 (문재인 안철수 놈들은 일장기를 흔들며 미쳐날뛸지도 몰라.,불안
김한수 타코께서 감독에 오르신다던 썰이있던데....,중립
가끔 생각만 하길 잘했다고 안도하는 경우도 있는데??????,중립
 애들이 멀 배울지 보단 원래 그런갑다하고 무뎌질까 겁나는 세상입니다.,불안
 애플이 왜 os를 유지해 가는지 깊이 생각해야 한다.,중립
고강도인지는 우리가 판단할께 생중계해라,중립
확인사살하네,중립
말이 인격이라굽쇼 ?,중립
진짜 사실적시명예훼손 없애야됨,분노
반기성 예보관은 기상에예보에 반~성 좀 해야할듯,분노
 난 비오는 날 7시 밥먹으러 혼자돌아다니다 강도에게 칼맞았었지.,중립
이제부터 노무한 추위가 오는가보다..잉ㅋㅋㅋ,불안
 죽은후에는 심판이 있습니다,중립
두어달 지나면 강추위 예상ㅠ ㅠㅡㅎㅎ,불안
 제발 쳐내려오고 경제 살리자.,분노
 국뽕 지독하네,분노
이제 지진이 남의일이 아니다.....,불안
매미때랑 비슷하네.... ㅎㄷㄷㄷㄷ,불안
1명이 19명 목숨을 단시간에 빼앗아갈수있다니 무섭네요 ...,불안
이슬람은is는 너무 무섭고 끔직하고 잔인하다,불안
김기덕 감독이 미국에서 태어 났더라면 벌써 전세계에 모르는 사람이 없었을 거다.,중립
삼성폰 옆에놓고 잠들다가 폭발해서 중화상 입을수있다.,불안
북한이 너무 빠르게 핵개발과 SLBM을 성공시키고 있다.,불안
수지라니 또 비주얼 올킬하겠네,중립
 언제 당신의 개가 광견이 되서 당신을 물어죽일지 모를일이다,불안
B2는 분명히 외계인한테 설계도를 받은게 분명해~,중립
트럼프야난 니가 이렇게 확바뀐게 두렵다...,불안
 기능 시험 한번에 붙어서 난 이렇게 쉽게 따면 운전 하기 겁나던데...,불안
 그럼 중국은 북한 넘어와서 우리나라만 치면 끝이다,불안
인간의욕심으로인해 많은동식물이 멀종되고 지구에 인류종말도앞당겨질듯~~~!,불안
조만간 이분도 갈듯싶다,중립
이렇게 빡세게 나가요,분노
통수땜에 다른 애들 피봤치,분노
재앙같아보니자나,중립
와~한화는 매년 투자가 겁나네....,중립
친구들과 술 먹고 술집ㄴㅏ와서 가려는데그 사람하나 안지나가는 캄캄한곳에 묵묵히다리저렇게 끌고 가는거..,불안
 2020년대는 장난 아닐듯,불안
 이젠 어디 놀러가면.. 무섭다..,불안
사드와 지진....도 무섭겠죠ㅠ,불안
 오랫동안 돌봐온 사육사도 헤치는 맹수들인데. ㅠㅠ,불안
 어떻게 바로잡아야 하나.......,불안
비단 중국으로 끝날게 아니라서 두렵다.....,불안
 마트 나가기가 두려워요.,불안
박근혜가 아무리 궁지에 몰려도 여기서 차은택과 섹파네 마네 이런 헛소문을 퍼뜨리다간 쥐도새도 모르게 잡혀간다.,불안
아 불안하다 심장병 생길 것 같다,불안
 전 무서워서 그 역에서 내리고 다른 열차탔습니다.,불안
 중국의 미래도 참말로 암담하다.,불안
그네년은 싫지만 그래도저건좀 아닐까 믿을지말지 겁나네요 ....,불안
 유성유가 쏟아질 정도면 지구 멸망이다 이놈들아..,불안
 난경북사람인데...,중립
또다시 독일군의 행패가 드러나기전에,중립
왜냐면 걔들은 광적이기때문에 무서워...,불안
터진거면.... 산모한텐 지장이없는건가..,불안
 사람이 무섭다.,불안
이러다 산소통 메고 다니며 방독면 쓰고 다닐날 올까 걱정 입니다,불안
 이런 거 보면 인공지능은 양날의 검임.,불안
이제 더이상 무얼 숨기려고 하나.,불안
히로시마 원폭 몇백배의 위력이란다. 답없다,불안
 우리는 북한과 지금 휴전상태이다!,불안
 너무 위험함.,불안
반품안하면 폭탄소유로 신고받을까바 더무섭다,불안
트럼프 어쩌면 표면상으로보이는 마냥또라이가 아닐수도있을거라는 생각이든다,불안
일본에 일하러 갔다가 야쿠자들 봤는뎅ㅠ,불안
증상은 어떻고 언제 쯤 나오는지 알려주세요ㅜ.ㅜ,불안
 또 경찰서에 가서 신고한다하고 협박합니다.,불안
 학교랑 자격증이 많이 불안해서...,불안
저는 포스기를 전혀 접해보지 못해서 이게 제일 걱정이네요..포스기 익히는거 많이 어려울까요??,불안
혹시 성병이면...올해 스무살이고 아직 성관계 경험은 없는데 성병일수도 있는건가요?ㅠ,불안
 태동이없으면 겁이나고....,불안
취직이 될까요?답이 없나요?,불안
 병원가봐야 할까요??ㅠㅠ그리고 생리는 언제쯤..할지..?,불안
결혼안하고 아이가 없이 혼자 살면노후에 마니 외롭나요?,불안
누가 내 아이를 해할거 같고 내 실수로 아이가 다칠 것 같고 ...,불안
 고백한시점으로부터 꽤시간이흘럿는데..;;,중립
"다만, 아이가 너무 걸리는데요.",불안
임신하면 아기 낳자고 하는 남자친구 말 믿어도될까요?,불안
난 안질렸으면 좋겠다..,불안
평생 일하며 월급받아도 아등바등살것같아요결혼하고 애기낳으면 쪼들겠죠?,불안
총동원령..이거 편지 왔는데 머에여..?,중립
 힘들겠지만 부딪혀봐야겠죠?,불안
폭력 구타있나요??,불안
 안 잡혀주면 팔 을 잡아요....,불안
어떤걸 사야하는지 모르겠어용ㅠㅠ,불안
제가남자친구를 못믿는걸까요..?,불안
남자친구가 저한테 미안해서 저 쓰레기취급할까봐...,불안
여자친구가 저한테 욕을 많이 합니다.,불안
정말 무서워요ㅠㅠㅠㅠㅠㅠㅠㅠ,불안
제가 싫어하는사람도 절 싫어하겠죠..,불안
동창회 갔다가 별로 안친했던 친구랑 뽀뽀하고 손잡고 하다가 제가 뻗어서 기억이 안나네요..,불안
혹시나 놀래서 문제있을까봐 걱정이에요 ㅠ,불안
 가임기전날에 그랬는데 이거 임신아예 안되는거맞죠? ㅠㅠ,불안
이러면서 욕살짝보탯는데 얘가나신고하면어떡함 걍신고취소할까...,불안
 제가 혹시 내진 하냐고 물어보니까 많이 겁먹으면안해도 된다고 하네요..,불안
 제가 알바해본적 한번도없어서ㅜㅜ,불안
"아 ㅠㅠ,,떨려",불안
저 고집쎈할아버지를 막을수잇을까요?ㅠㅠ,불안
아이가 좀 산만한 편이라서 혹시나 adhd가 아닐까 걱정 스럽더라구요,불안
지탱할힘이 없어서 밑으로 애기가 내려와서 미숙아 낳을가능성이 크다고 얘기를 들은적이 있어서..ㅠ,불안
남자친구한테 무슨말을 해야할지도 모르겠어요..,불안
 전 아닌데 남자친구가 그렇게될까봐 무서워요,불안
아직 20대중반인데 .............병원가야되는건가요??,불안
운동하고 나니까 괜히 먹는게 무섭네유..,불안
근데 이번 생리는 좀 날짜가 미뤄지네요..,불안
어떻게 다가가는게 좋을까요..편의점..알바하는걸로 보아.,불안
발릴거 같아요..0,불안
 막상나가면 쪽팔리고 떨려서 노래 못부르면 어떡하죠??,불안
근데 엄마가 너무 겁이나네요..,불안
일주일째 답메일이 안옴0,중립
 집에서 테러리스트 취급 당할까봐0,불안
결혼도 해야되고 후회도되고..,불안
 병원에 가봐야하는건가요?,불안
 기다려줬다가 차일까바 무섭네요 ㅠ,불안
한달한달 안되면 제탓인것만 같고....,불안
갑자기 낙오자님 고민글이 이런 호기심글로  ㄷㄷㄷㄷㄷ;;;,중립
  혹시 인형을 옆에 두고 재우는것이 도움이될까요?,불안
제가 10/21부터인가 계속 야한꿈을 꾸게되는데 어떤증상인가요?,불안
근데 어제부터 저희부서가 없어질수잇다는 소리가 들려오네요..,불안
아 미치겠다...,불안
월급160  150받아가면서일할엄두가안나네요ㅜ,불안
6개월아기 지하철 타도 될까요?,중립
 그래서 비번찾기했더니 없는 계정이라고 막하는데 난감하네요...,불안
벌써부터 앞길이 막막하네요.,불안
그리고 아따맘마 14권이 일본에서도 아직 안나와서 또 고민0,불안
이력서를 고용하는 곳에서 확인하고 뽑으면이력서를 따로 또 만들어서 고용한곳에 제출해야 하는건가요???,중립
현재 1800만원이 필요한상황인데요..,중립
도저히 뭘 해야될지 모르겠다,불안
 글구 알바초보인사람은 업직종 어떤게 좋을까요ㅠ,불안
아..아니 언제적 이야기를ㅎㄷㄷ그래서 고민....무서워서;;0,불안
이렇게 경리 하나로 경력을 쌓아서 겸업하는 회사로 이직할수있을까요??,불안
계속 해나가야 될지 모르겠어요.,불안
항상 붙잡으면서 나를 정말 좋아할까 이런생각을하게 됬고...,불안
그런게 너무 두려워서 고민..,불안
  나이 는  넘  먹었고  걱정이네요,불안
 너무 어색할것같은게 제일 큰 걱정이에요!!,불안
그런데 후회할까요..,불안
 이러다 폭식해서 돌아가는건 아니겠죠,불안
